"cluster_id","parent_topic","keyword","normalised_keyword","country","language","keyword_source","source_competitor","seed_keyword","intent","funnel_stage","recommended_page_type","search_volume","keyword_difficulty","competition","cpc_eur","trend","serp_features","dronline_position","dronline_url","knok_position","knok_url","best_competitor","best_competitor_position","competitor_estimated_traffic","target_position","target_url","target_impressions","target_clicks","target_ctr","keyword_gap","business_fit","service_fit","clinical_risk","serp_fit","attainability","opportunity_score","recommended_action","proposed_target_url","priority","data_source","collected_at","notes"
"sick-leave","sick leave","quanto se recebe de baixa medica","quanto se recebe de baixa medica","Portugal","pt-PT","competitor_ranked","dronline.pt","","informational","awareness","service landing page","140","0","0.2199999988079071","0.07000000029802322","[{""year"":2026,""month"":7,""search_volume"":140},{""year"":2026,""month"":6,""search_volume"":140},{""year"":2026,""month"":5,""search_volume"":170},{""year"":2026,""month"":4,""search_volume"":140},{""year"":2026,""month"":3,""search_volume"":140},{""year"":2026,""month"":2,""search_volume"":140},{""year"":2026,""month"":1,""search_volume"":110},{""year"":2025,""month"":12,""search_volume"":90},{""year"":2025,""month"":11,""search_volume"":90},{""year"":2025,""month"":10,""search_volume"":140},{""year"":2025,""month"":9,""search_volume"":110},{""year"":2025,""month"":8,""search_volume"":90}]","ai_overview|organic|people_also_ask|related_searches","8","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","dronline.pt","8","4.73199987411499","","","","","","yes","5","active-service","3","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","P2","competitor_ranked","2026-08-31",""
"sick-leave","sick leave","remuneração baixa médica função pública","remuneração baixa médica função pública","Portugal","pt-PT","competitor_ranked","dronline.pt","","informational","awareness","service landing page","140","0","0.009999999776482582","0.019999999552965164","[{""year"":2026,""month"":7,""search_volume"":50},{""year"":2026,""month"":6,""search_volume"":90},{""year"":2026,""month"":5,""search_volume"":90},{""year"":2026,""month"":4,""search_volume"":90},{""year"":2026,""month"":3,""search_volume"":170},{""year"":2026,""month"":2,""search_volume"":110},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":140},{""year"":2025,""month"":11,""search_volume"":210},{""year"":2025,""month"":10,""search_volume"":260},{""year"":2025,""month"":9,""search_volume"":260},{""year"":2025,""month"":8,""search_volume"":170}]","ai_overview|organic|people_also_ask|related_searches","11","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","dronline.pt","11","2.0999999046325684","","","","","","yes","5","active-service","3","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","P2","competitor_ranked","2026-08-31",""
"sick-leave","sick leave","retomar baixa médica","retomar baixa médica","Portugal","pt-PT","competitor_ranked|openseo_seed","dronline.pt","baixa médica","informational","awareness","service landing page","140","0","0.03","","[{""year"":2026,""month"":7,""searchVolume"":30},{""year"":2026,""month"":6,""searchVolume"":50},{""year"":2026,""month"":5,""searchVolume"":70},{""year"":2026,""month"":4,""searchVolume"":90},{""year"":2026,""month"":3,""searchVolume"":170},{""year"":2026,""month"":2,""searchVolume"":110},{""year"":2026,""month"":1,""searchVolume"":170},{""year"":2025,""month"":12,""searchVolume"":140},{""year"":2025,""month"":11,""searchVolume"":170},{""year"":2025,""month"":10,""searchVolume"":260},{""year"":2025,""month"":9,""searchVolume"":260},{""year"":2025,""month"":8,""searchVolume"":260}]","organic|people_also_ask|related_searches","34","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","dronline.pt","34","0.2939999997615814","","","","","","yes","5","active-service","3","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","P2","competitor_ranked|openseo_seed","2026-08-31",""
"sick-leave","sick leave","simulador de baixa médica","simulador de baixa médica","Portugal","pt-PT","competitor_ranked","dronline.pt","","informational","awareness","service landing page","140","0","0.2800000011920929","0.07999999821186066","[{""year"":2026,""month"":6,""search_volume"":170},{""year"":2026,""month"":5,""search_volume"":90},{""year"":2026,""month"":4,""search_volume"":110},{""year"":2026,""month"":3,""search_volume"":140},{""year"":2026,""month"":2,""search_volume"":110},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":110},{""year"":2025,""month"":11,""search_volume"":140},{""year"":2025,""month"":10,""search_volume"":210},{""year"":2025,""month"":9,""search_volume"":170},{""year"":2025,""month"":8,""search_volume"":140},{""year"":2025,""month"":7,""search_volume"":170}]","organic|people_also_ask|related_searches","2","https://dronline.pt/simulador-baixa-medica/","","","dronline.pt","2","22.68000030517578","","","","","","yes","5","active-service","3","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","P2","competitor_ranked","2026-08-31",""
"sick-leave","sick leave","trust baixa","trust baixa","Portugal","pt-PT","competitor_ranked","dronline.pt","","informational","awareness","service landing page","140","5","0","","[{""year"":2026,""month"":7,""search_volume"":10},{""year"":2026,""month"":6,""search_volume"":10},{""year"":2026,""month"":5,""search_volume"":10},{""year"":2026,""month"":4,""search_volume"":10},{""year"":2026,""month"":3,""search_volume"":10},{""year"":2026,""month"":2,""search_volume"":10},{""year"":2026,""month"":1,""search_volume"":10},{""year"":2025,""month"":12,""search_volume"":10},{""year"":2025,""month"":11,""search_volume"":10},{""year"":2025,""month"":10,""search_volume"":110},{""year"":2025,""month"":9,""search_volume"":880},{""year"":2025,""month"":8,""search_volume"":720}]","organic|related_searches","71","https://dronline.pt/produto/baixa-medica-online-certificado-de-incapacidade-temporaria/","","","dronline.pt","71","0.2939999997615814","","","","","","yes","5","active-service","3","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","P2","competitor_ranked","2026-08-31",""
"sick-leave","sick leave","valor da baixa por doença oncológica","valor da baixa por doença oncológica","Portugal","pt-PT","competitor_ranked","dronline.pt","","informational","awareness","service landing page","140","0","0","","[{""year"":2026,""month"":7,""search_volume"":70},{""year"":2026,""month"":6,""search_volume"":50},{""year"":2026,""month"":5,""search_volume"":50},{""year"":2026,""month"":4,""search_volume"":90},{""year"":2026,""month"":3,""search_volume"":140},{""year"":2026,""month"":2,""search_volume"":90},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":90},{""year"":2025,""month"":11,""search_volume"":140},{""year"":2025,""month"":10,""search_volume"":320},{""year"":2025,""month"":9,""search_volume"":260},{""year"":2025,""month"":8,""search_volume"":260}]","ai_overview|organic|people_also_ask|related_searches","30","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","dronline.pt","30","0.2939999997615814","","","","","","yes","5","active-service","3","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","P2","competitor_ranked","2026-08-31",""
"mental-health","mental health","adhd o'que e","adhd oque e","Portugal","pt-PT","competitor_ranked","dronline.pt","","informational","awareness","service landing page","140","12","0.05000000074505806","0.5699999928474426","[{""year"":2026,""month"":7,""search_volume"":70},{""year"":2026,""month"":6,""search_volume"":30},{""year"":2026,""month"":5,""search_volume"":30},{""year"":2026,""month"":4,""search_volume"":20},{""year"":2026,""month"":3,""search_volume"":30},{""year"":2026,""month"":2,""search_volume"":20},{""year"":2026,""month"":1,""search_volume"":20},{""year"":2025,""month"":12,""search_volume"":30},{""year"":2025,""month"":11,""search_volume"":590},{""year"":2025,""month"":10,""search_volume"":590},{""year"":2025,""month"":9,""search_volume"":260},{""year"":2025,""month"":8,""search_volume"":140}]","ai_overview|organic|people_also_ask|related_searches","80","https://dronline.pt/en/phda-o-que-e-e-quais-os-sintomas/","","","dronline.pt","80","0.2939999997615814","","","","","","yes","5","active-service","2","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/saude-mental","P2","competitor_ranked","2026-08-31",""
"online-doctor","online doctor","médico do nariz","médico do nariz","Portugal","pt-PT","competitor_ranked","dronline.pt","","informational","awareness","market/service landing page","140","0","0.05000000074505806","","[{""year"":2026,""month"":7,""search_volume"":90},{""year"":2026,""month"":6,""search_volume"":110},{""year"":2026,""month"":5,""search_volume"":140},{""year"":2026,""month"":4,""search_volume"":140},{""year"":2026,""month"":3,""search_volume"":210},{""year"":2026,""month"":2,""search_volume"":210},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":110},{""year"":2025,""month"":11,""search_volume"":140},{""year"":2025,""month"":10,""search_volume"":140},{""year"":2025,""month"":9,""search_volume"":140},{""year"":2025,""month"":8,""search_volume"":110}]","ai_overview|organic|people_also_ask|video|related_searches|images","18","https://dronline.pt/produto/medico-para-ouvido/","","","dronline.pt","18","0.7839999794960022","","","","","","yes","5","active-service","2","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P2","competitor_ranked","2026-08-31",""
"dermatology","dermatology","ulcera na pele","ulcera na pele","Portugal","pt-PT","competitor_ranked","teleconsultaportugal.com","","informational","awareness","service landing page","140","0","0.009999999776482582","","[{""year"":2026,""month"":7,""search_volume"":110},{""year"":2026,""month"":6,""search_volume"":110},{""year"":2026,""month"":5,""search_volume"":140},{""year"":2026,""month"":4,""search_volume"":110},{""year"":2026,""month"":3,""search_volume"":110},{""year"":2026,""month"":2,""search_volume"":110},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":140},{""year"":2025,""month"":11,""search_volume"":140},{""year"":2025,""month"":10,""search_volume"":170},{""year"":2025,""month"":9,""search_volume"":170},{""year"":2025,""month"":8,""search_volume"":170}]","ai_overview|organic|people_also_ask|related_searches","","","","","teleconsultaportugal.com","6","9.22599983215332","","","","","","yes","3","active-service","2","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia","P2","competitor_ranked","2026-08-31",""
"dermatology","dermatology","úlcera na pele","úlcera na pele","Portugal","pt-PT","competitor_ranked","teleconsultaportugal.com","","informational","awareness","service landing page","140","0","0.009999999776482582","","[{""year"":2026,""month"":7,""search_volume"":110},{""year"":2026,""month"":6,""search_volume"":110},{""year"":2026,""month"":5,""search_volume"":140},{""year"":2026,""month"":4,""search_volume"":110},{""year"":2026,""month"":3,""search_volume"":110},{""year"":2026,""month"":2,""search_volume"":110},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":140},{""year"":2025,""month"":11,""search_volume"":140},{""year"":2025,""month"":10,""search_volume"":170},{""year"":2025,""month"":9,""search_volume"":170},{""year"":2025,""month"":8,""search_volume"":170}]","ai_overview|organic|people_also_ask|video|related_searches","","","","","teleconsultaportugal.com","9","4.73199987411499","","","","","","yes","3","active-service","2","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia","P2","competitor_ranked","2026-08-31",""
"dermatology","dermatology","ulcera pele","ulcera pele","Portugal","pt-PT","competitor_ranked","teleconsultaportugal.com","","informational","awareness","service landing page","140","0","0.009999999776482582","","[{""year"":2026,""month"":7,""search_volume"":110},{""year"":2026,""month"":6,""search_volume"":110},{""year"":2026,""month"":5,""search_volume"":140},{""year"":2026,""month"":4,""search_volume"":110},{""year"":2026,""month"":3,""search_volume"":110},{""year"":2026,""month"":2,""search_volume"":110},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":140},{""year"":2025,""month"":11,""search_volume"":140},{""year"":2025,""month"":10,""search_volume"":170},{""year"":2025,""month"":9,""search_volume"":170},{""year"":2025,""month"":8,""search_volume"":170}]","ai_overview|organic|people_also_ask|related_searches","","","","","teleconsultaportugal.com","6","9.22599983215332","","","","","","yes","3","active-service","2","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia","P2","competitor_ranked","2026-08-31",""
"dermatology","dermatology","úlcera pele","úlcera pele","Portugal","pt-PT","competitor_ranked","teleconsultaportugal.com","","informational","awareness","service landing page","140","0","0.009999999776482582","","[{""year"":2026,""month"":7,""search_volume"":110},{""year"":2026,""month"":6,""search_volume"":110},{""year"":2026,""month"":5,""search_volume"":140},{""year"":2026,""month"":4,""search_volume"":110},{""year"":2026,""month"":3,""search_volume"":110},{""year"":2026,""month"":2,""search_volume"":110},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":140},{""year"":2025,""month"":11,""search_volume"":140},{""year"":2025,""month"":10,""search_volume"":170},{""year"":2025,""month"":9,""search_volume"":170},{""year"":2025,""month"":8,""search_volume"":170}]","ai_overview|organic|people_also_ask|video|related_searches","","","","","teleconsultaportugal.com","11","2.757999897003174","","","","","","yes","3","active-service","2","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia","P2","competitor_ranked","2026-08-31",""
"dermatology","dermatology","ulceração na pele","ulceração na pele","Portugal","pt-PT","competitor_ranked","teleconsultaportugal.com","","informational","awareness","service landing page","140","0","0.009999999776482582","","[{""year"":2026,""month"":7,""search_volume"":110},{""year"":2026,""month"":6,""search_volume"":110},{""year"":2026,""month"":5,""search_volume"":140},{""year"":2026,""month"":4,""search_volume"":110},{""year"":2026,""month"":3,""search_volume"":110},{""year"":2026,""month"":2,""search_volume"":110},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":140},{""year"":2025,""month"":11,""search_volume"":140},{""year"":2025,""month"":10,""search_volume"":170},{""year"":2025,""month"":9,""search_volume"":170},{""year"":2025,""month"":8,""search_volume"":170}]","ai_overview|organic|people_also_ask|video|related_searches","","","","","teleconsultaportugal.com","10","3.5840001106262207","","","","","","yes","3","active-service","2","5","5","86","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia","P2","competitor_ranked","2026-08-31",""
