keyword,normalized_keyword,ascii_variant,sources,seeds,search_volume,keyword_difficulty,gsc_clicks,gsc_impressions,gsc_position,ranking_url,cluster,status,notes
druh lékaře křížovka,druh lékaře křížovka,druh lekare krizovka,research:ideas,druhý názor lékaře,110,0,,,,,online GP and doctor,excluded-low-fit,
druh lékaře na 6 křížovka,druh lékaře na 6 křížovka,druh lekare na 6 krizovka,research:ideas,druhý názor lékaře,10,,,,,,online GP and doctor,excluded-low-fit,
dřevostavba názor,dřevostavba názor,drevostavba nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-low-fit,
eet pokladna pro lékaře,eet pokladna pro lékaře,eet pokladna pro lekare,research:ideas,druhý názor lékaře,10,,,,,,online GP and doctor,excluded-low-fit,
ehealth gateway online,ehealth gateway online,ehealth gateway online,research:ideas,online konzultace s lékařem,,,,,,,other target demand,excluded-low-fit,
elektronická cigareta názor lékaře,elektronická cigareta názor lékaře,elektronicka cigareta nazor lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
elektronický recept antikoncepce,elektronický recept antikoncepce,elektronicky recept antikoncepce,research:ideas,online recept na léky,10,,,,,,ePrescription and treatment renewal,excluded-low-fit,
elitedate názor,elitedate názor,elitedate nazor,research:ideas,druhý názor lékaře,10,,,,,,other target demand,excluded-low-fit,
european health insurance card uk apply online,european health insurance card uk apply online,european health insurance card uk apply online,research:ideas,online konzultace s lékařem,0,,,,,,other target demand,excluded-low-fit,
evergreen medical center praha,evergreen medical center praha,evergreen medical center praha,research:ideas,anglicky mluvící lékař Praha,10,,,,,,other target demand,excluded-low-fit,
evropská unie názor,evropská unie názor,evropska unie nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-low-fit,
falešný lékař z jemenu,falešný lékař z jemenu,falesny lekar z jemenu,research:ideas,lékař pro cizince Praha,20,,,,,,online GP and doctor,excluded-low-fit,
firemní lékař praha,firemní lékař praha,firemni lekar praha,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
free online doctor,free online doctor,free online doctor,research:ideas,online konzultace s lékařem,,,,,,,online GP and doctor,excluded-low-fit,
free online health,free online health,free online health,research:ideas,online konzultace s lékařem,0,,,,,,other target demand,excluded-low-fit,
general hospital online,general hospital online,general hospital online,research:ideas,lékař online Praha|online konzultace s lékařem|online lékař pro cizince,10,,,,,,other target demand,excluded-low-fit,
general hospital online cz,general hospital online cz,general hospital online cz,research:ideas,lékař online Praha|online konzultace s lékařem|online lékař pro cizince,10,,,,,,other target demand,excluded-low-fit,
godmed cz sro praktický lékař neurologie,godmed cz sro praktický lékař neurologie,godmed cz sro prakticky lekar neurologie,research:ideas,anglicky mluvící lékař Praha,10,,,,,,online GP and doctor,excluded-low-fit,
google health online,google health online,google health online,research:ideas,online konzultace s lékařem|online lékař pro cizince,10,,,,,,other target demand,excluded-low-fit,
gp online consultation,gp online consultation,gp online consultation,research:ideas,lékař online Praha|online konzultace s lékařem|online lékař pro cizince,10,,,,,,online GP and doctor,excluded-low-fit,
gulliverovy cesty názor,gulliverovy cesty názor,gulliverovy cesty nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-low-fit,
gynekologická pohotovost praha motol,gynekologická pohotovost praha motol,gynekologicka pohotovost praha motol,research:ideas,anglicky mluvící lékař Praha|lékař online Praha,,,,,,,urgent care,excluded-emergency-misalignment,
hamad medical corporation apply online,hamad medical corporation apply online,hamad medical corporation apply online,research:ideas,lékař online Praha|online konzultace s lékařem|online lékař pro cizince,0,,,,,,other target demand,excluded-low-fit,
hamlet vlastní názor,hamlet vlastní názor,hamlet vlastni nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-off-topic,
havran názor,havran názor,havran nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-low-fit,
health anxiety test online,health anxiety test online,health anxiety test online,research:ideas,online konzultace s lékařem,10,,,,,,other target demand,excluded-low-fit,
hippokratova přísaha lékaře,hippokratova přísaha lékaře,hippokratova prisaha lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
hledáme lékaře,hledáme lékaře,hledame lekare,research:ideas,druhý názor lékaře,10,,,,,,online GP and doctor,excluded-low-fit,
hobit vlastní názor,hobit vlastní názor,hobit vlastni nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-off-topic,
hodkovice nad mohelkou lékař,hodkovice nad mohelkou lékař,hodkovice nad mohelkou lekar,research:ideas,anglicky mluvící lékař Praha,10,,,,,,online GP and doctor,excluded-low-fit,
hornická poliklinika ostrava praktický lékař,hornická poliklinika ostrava praktický lékař,hornicka poliklinika ostrava prakticky lekar,research:ideas,anglicky mluvící lékař Praha,10,,,,,,online GP and doctor,excluded-low-fit,
hospital playlist online,hospital playlist online,hospital playlist online,research:ideas,lékař online Praha|online konzultace s lékařem|online lékař pro cizince,10,,,,,,other target demand,excluded-low-fit,
hospital records online,hospital records online,hospital records online,research:ideas,lékař online Praha|online konzultace s lékařem|online lékař pro cizince,10,,,,,,other target demand,excluded-low-fit,
hostomice lékař,hostomice lékař,hostomice lekar,research:ideas,lékař pro cizince Praha,10,,,,,,online GP and doctor,excluded-low-fit,
how to book an appointment with gp online,how to book an appointment with gp online,how to book an appointment with gp online,research:ideas,lékař online Praha|online konzultace s lékařem|online lékař pro cizince,10,,,,,,online GP and doctor,excluded-low-fit,
hrnek pro lékaře,hrnek pro lékaře,hrnek pro lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
huawei health online,huawei health online,huawei health online,research:ideas,online konzultace s lékařem|online lékař pro cizince,10,,,,,,other target demand,excluded-low-fit,
hurvínek lékařem,hurvínek lékařem,hurvinek lekarem,research:ideas,hubnutí s lékařem online,10,,,,,,online GP and doctor,excluded-low-fit,
hurvínek u lékaře,hurvínek u lékaře,hurvinek u lekare,research:ideas,druhý názor lékaře,20,,,,,,online GP and doctor,excluded-low-fit,
hurvínek u lékaře noční pomočování,hurvínek u lékaře noční pomočování,hurvinek u lekare nocni pomocovani,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
hurvínek za lékařem,hurvínek za lékařem,hurvinek za lekarem,research:ideas,hubnutí s lékařem online,20,,,,,,online GP and doctor,excluded-low-fit,
hypochondr u lékaře,hypochondr u lékaře,hypochondr u lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
chodov praktický lékař,chodov praktický lékař,chodov prakticky lekar,research:ideas,lékař pro cizince Praha,,42,,,,,online GP and doctor,excluded-low-fit,
ičp lékaře seznam,ičp lékaře seznam,icp lekare seznam,research:ideas,druhý názor lékaře,20,,,,,,online GP and doctor,excluded-low-fit,
interní lékař abrahamová věra mudr poděbrady fotky,interní lékař abrahamová věra mudr poděbrady fotky,interni lekar abrahamova vera mudr podebrady fotky,research:ideas,anglicky mluvící lékař Praha,10,0,,,,,online GP and doctor,excluded-low-fit,
jak najít lékaře,jak najít lékaře,jak najit lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
jak napsat názor na holku,jak napsat názor na holku,jak napsat nazor na holku,research:ideas,druhý názor lékaře,260,0,,,,,other target demand,excluded-low-fit,
jak podat žalobu na lékaře,jak podat žalobu na lékaře,jak podat zalobu na lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
jak zjistit ičz lékaře,jak zjistit ičz lékaře,jak zjistit icz lekare,research:ideas,druhý názor lékaře,10,,,,,,online GP and doctor,excluded-low-fit,
její lékař,její lékař,jeji lekar,research:ideas,lékař pro cizince Praha,10,,,,,,online GP and doctor,excluded-low-fit,
jeptiška vlastní názor,jeptiška vlastní názor,jeptiska vlastni nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-off-topic,
jméno a zásluhy našeho nejvýznamnějšího lékaře z let 1725 1792,jméno a zásluhy našeho nejvýznamnějšího lékaře z let 1725 1792,jmeno a zasluhy naseho nejvyznamnejsiho lekare z let 1725 1792,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
jméno a zásluhy našeho nejvýznamnějšího lékaře z let 1725-1792,jméno a zásluhy našeho nejvýznamnějšího lékaře z let 1725-1792,jmeno a zasluhy naseho nejvyznamnejsiho lekare z let 1725-1792,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
kapi hospital online,kapi hospital online,kapi hospital online,research:ideas,dětský lékař online|hubnutí s lékařem online|lékař online Praha|lékařská zpráva online|mužské zdraví online|neschopenka online|online lékař pro cizince|online pohotovost pro děti,10,,,,,,other target demand,excluded-low-fit,
karlovarská pohotovost online,karlovarská pohotovost online,karlovarska pohotovost online,research:ideas,dětský lékař online|hubnutí s lékařem online|lékař online Praha|lékařská zpráva online|mužské zdraví online|neschopenka online|online lékař pro cizince|online pohotovost pro děti,10,,,,,,urgent care,excluded-emergency-misalignment,
kdo je obvodní lékař,kdo je obvodní lékař,kdo je obvodni lekar,research:ideas,anglicky mluvící lékař Praha,10,,,,,,online GP and doctor,excluded-low-fit,
kdo je rehabilitační lékař,kdo je rehabilitační lékař,kdo je rehabilitacni lekar,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
kdy může lékař vyřadit pacienta z evidence,kdy může lékař vyřadit pacienta z evidence,kdy muze lekar vyradit pacienta z evidence,research:ideas,online lékař pro cizince,50,0,,,,,online GP and doctor,excluded-low-fit,
klíště kdy navštívit lékaře,klíště kdy navštívit lékaře,kliste kdy navstivit lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
klystýr u lékaře,klystýr u lékaře,klystyr u lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
kola author názor,kola author názor,kola author nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-low-fit,
kontrola pracoviště závodním lékařem vzor,kontrola pracoviště závodním lékařem vzor,kontrola pracoviste zavodnim lekarem vzor,research:ideas,online konzultace s lékařem,10,,,,,,online GP and doctor,excluded-low-fit,
kontrola u lékaře,kontrola u lékaře,kontrola u lekare,research:ideas,druhý názor lékaře,10,,,,,,online GP and doctor,excluded-low-fit,
konzultace s lékařem po telefonu,konzultace s lékařem po telefonu,konzultace s lekarem po telefonu,research:related,lékař online|praktický lékař online,,,,,,,online GP and doctor,excluded-low-fit,
koutecký lékař,koutecký lékař,koutecky lekar,research:ideas,lékař pro cizince Praha,10,45,,,,,online GP and doctor,excluded-low-fit,
kožní doktor ústí nad labem,kožní doktor ústí nad labem,kozni doktor usti nad labem,research:ideas,kožní lékař online,,,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař aš ordinační hodiny,kožní lékař aš ordinační hodiny,kozni lekar as ordinacni hodiny,research:ideas,kožní lékař online,10,,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař brno,kožní lékař brno,kozni lekar brno,research:ideas,lékař pro cizince Praha,320,4,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař brno-střed,kožní lékař brno-střed,kozni lekar brno-stred,research:ideas,kožní lékař online,10,,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař celostní přístup,kožní lékař celostní přístup,kozni lekar celostni pristup,research:ideas,kožní lékař online,,,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař čelákovice,kožní lékař čelákovice,kozni lekar celakovice,research:ideas,kožní lékař online,,,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař česká lípa,kožní lékař česká lípa,kozni lekar ceska lipa,research:ideas,lékař pro cizince Praha,,,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař české budějovice,kožní lékař české budějovice,kozni lekar ceske budejovice,research:ideas,lékař pro cizince Praha,170,0,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař fotky,kožní lékař fotky,kozni lekar fotky,research:ideas,kožní lékař online,30,,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař frýdek-místek,kožní lékař frýdek-místek,kozni lekar frydek-mistek,research:ideas,kožní lékař online,,,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař frýdek-místek recenze,kožní lékař frýdek-místek recenze,kozni lekar frydek-mistek recenze,research:ideas,kožní lékař online,50,0,,,,,online dermatology,excluded-local-or-offline-intent,
kožní lékař frýdlant nad ostravicí,kožní lékař frýdlant nad ostravicí,kozni lekar frydlant nad ostravici,research:ideas,kožní lékař online,10,,,,,,online dermatology,excluded-local-or-offline-intent,
